"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ROU","PPP","TOT","NATUSD","A","2010",1.537645,
"ROU","PPP","TOT","NATUSD","A","2011",1.550032,
"ROU","PPP","TOT","NATUSD","A","2012",1.563595,
"ROU","PPP","TOT","NATUSD","A","2013",1.606221,
"ROU","PPP","TOT","NATUSD","A","2014",1.628367,
"ROU","PPP","TOT","NATUSD","A","2015",1.662879,
"ROU","PPP","TOT","NATUSD","A","2016",1.596919,
"ROU","PPP","TOT","NATUSD","A","2017",1.613568,
"ROU","PPP","TOT","NATUSD","A","2018",1.66558,
"ROU","PPP","TOT","NATUSD","A","2019",1.715435,
"ROU","PPP","TOT","NATUSD","A","2020",1.70758,
"MKD","PPP","TOT","NATUSD","A","1997",18.746898,
"MKD","PPP","TOT","NATUSD","A","1998",18.751469,
"MKD","PPP","TOT","NATUSD","A","1999",19.039173,
"MKD","PPP","TOT","NATUSD","A","2000",19.946306,
"MKD","PPP","TOT","NATUSD","A","2001",20.501634,
"MKD","PPP","TOT","NATUSD","A","2002",20.015094,
"MKD","PPP","TOT","NATUSD","A","2003",20.100575,
"MKD","PPP","TOT","NATUSD","A","2004",19.261725,
"MKD","PPP","TOT","NATUSD","A","2005",19.293497,
"MKD","PPP","TOT","NATUSD","A","2006",18.88551,
"MKD","PPP","TOT","NATUSD","A","2007",19.513648,
"MKD","PPP","TOT","NATUSD","A","2008",19.263751,
"MKD","PPP","TOT","NATUSD","A","2009",18.364052,
"MKD","PPP","TOT","NATUSD","A","2010",18.730311,
"MKD","PPP","TOT","NATUSD","A","2011",19.289492,
"MKD","PPP","TOT","NATUSD","A","2012",19.003537,
"MKD","PPP","TOT","NATUSD","A","2013",19.105276,
"MKD","PPP","TOT","NATUSD","A","2014",18.995822,
"MKD","PPP","TOT","NATUSD","A","2015",19.440684,
"MKD","PPP","TOT","NATUSD","A","2016",18.958582,
"MKD","PPP","TOT","NATUSD","A","2017",18.970122,
"MKD","PPP","TOT","NATUSD","A","2018",18.951031,
"MKD","PPP","TOT","NATUSD","A","2019",19.009665,
"MKD","PPP","TOT","NATUSD","A","2020",18.929174,
"ZMB","PPP","TOT","NATUSD","A","1990",0.009562,
"ZMB","PPP","TOT","NATUSD","A","1991",0.01782,
"ZMB","PPP","TOT","NATUSD","A","1992",0.046264,
"ZMB","PPP","TOT","NATUSD","A","1993",0.110115,
"ZMB","PPP","TOT","NATUSD","A","1994",0.194864,
"ZMB","PPP","TOT","NATUSD","A","1995",0.249286,
"ZMB","PPP","TOT","NATUSD","A","1996",0.304412,
"ZMB","PPP","TOT","NATUSD","A","1997",0.375034,
"ZMB","PPP","TOT","NATUSD","A","1998",0.433561,
"ZMB","PPP","TOT","NATUSD","A","1999",0.503995,
"ZMB","PPP","TOT","NATUSD","A","2000",0.653753,
"ZMB","PPP","TOT","NATUSD","A","2001",0.801771,
"ZMB","PPP","TOT","NATUSD","A","2002",0.942336,
"ZMB","PPP","TOT","NATUSD","A","2003",1.088054,
"ZMB","PPP","TOT","NATUSD","A","2004",1.268434,
"ZMB","PPP","TOT","NATUSD","A","2005",1.434934,
"ZMB","PPP","TOT","NATUSD","A","2006",1.595328,
"ZMB","PPP","TOT","NATUSD","A","2007",1.755098,
"ZMB","PPP","TOT","NATUSD","A","2008",1.904794,
"ZMB","PPP","TOT","NATUSD","A","2009",1.995482,
"ZMB","PPP","TOT","NATUSD","A","2010",2.247679,
"ZMB","PPP","TOT","NATUSD","A","2011",2.446346,
"ZMB","PPP","TOT","NATUSD","A","2012",2.651491,
"ZMB","PPP","TOT","NATUSD","A","2013",2.832861,
"ZMB","PPP","TOT","NATUSD","A","2014",3.064822,
"ZMB","PPP","TOT","NATUSD","A","2015",3.366482,
"ZMB","PPP","TOT","NATUSD","A","2016",3.878827,
"ZMB","PPP","TOT","NATUSD","A","2017",4.19258,
"ZMB","PPP","TOT","NATUSD","A","2018",4.397728,
"ZMB","PPP","TOT","NATUSD","A","2019",4.65041,
"ZMB","PPP","TOT","NATUSD","A","2020",5.228496,
"HKG","PPP","TOT","NATUSD","A","1990",5.75344,
"HKG","PPP","TOT","NATUSD","A","1991",6.073922,
"HKG","PPP","TOT","NATUSD","A","1992",6.526466,
"HKG","PPP","TOT","NATUSD","A","1993",6.924459,
"HKG","PPP","TOT","NATUSD","A","1994",7.208243,
"HKG","PPP","TOT","NATUSD","A","1995",7.352461,
"HKG","PPP","TOT","NATUSD","A","1996",7.645079,
"HKG","PPP","TOT","NATUSD","A","1997",7.943417,
"HKG","PPP","TOT","NATUSD","A","1998",7.950827,
"HKG","PPP","TOT","NATUSD","A","1999",7.516661,
"HKG","PPP","TOT","NATUSD","A","2000",7.102748,
"HKG","PPP","TOT","NATUSD","A","2001",6.826998,
"HKG","PPP","TOT","NATUSD","A","2002",6.492065,
"HKG","PPP","TOT","NATUSD","A","2003",5.990788,
"HKG","PPP","TOT","NATUSD","A","2004",5.624251,
"HKG","PPP","TOT","NATUSD","A","2005",5.446166,
"HKG","PPP","TOT","NATUSD","A","2006",5.257924,
"HKG","PPP","TOT","NATUSD","A","2007",5.281026,
"HKG","PPP","TOT","NATUSD","A","2008",5.246647,
"HKG","PPP","TOT","NATUSD","A","2009",5.187404,
"HKG","PPP","TOT","NATUSD","A","2010",5.141532,
"HKG","PPP","TOT","NATUSD","A","2011",5.232639,
"HKG","PPP","TOT","NATUSD","A","2012",5.454228,
"HKG","PPP","TOT","NATUSD","A","2013",5.547579,
"HKG","PPP","TOT","NATUSD","A","2014",5.70645,
"HKG","PPP","TOT","NATUSD","A","2015",5.831053,
"HKG","PPP","TOT","NATUSD","A","2016",5.932289,
"HKG","PPP","TOT","NATUSD","A","2017",6.011433,
"HKG","PPP","TOT","NATUSD","A","2018",6.0852,
"HKG","PPP","TOT","NATUSD","A","2019",6.100863,
"HKG","PPP","TOT","NATUSD","A","2020",6.068756,
"MDG","PPP","TOT","NATUSD","A","1990",83.556368,
"MDG","PPP","TOT","NATUSD","A","1991",87.725565,
"MDG","PPP","TOT","NATUSD","A","1992",98.265417,
"MDG","PPP","TOT","NATUSD","A","1993",105.579459,
"MDG","PPP","TOT","NATUSD","A","1994",143.678984,
"MDG","PPP","TOT","NATUSD","A","1995",209.735634,
"MDG","PPP","TOT","NATUSD","A","1996",246.664755,
"MDG","PPP","TOT","NATUSD","A","1997",253.216931,
"MDG","PPP","TOT","NATUSD","A","1998",265.948323,
"MDG","PPP","TOT","NATUSD","A","1999",281.010488,
"MDG","PPP","TOT","NATUSD","A","2000",306.668889,
"MDG","PPP","TOT","NATUSD","A","2001",323.844411,
"MDG","PPP","TOT","NATUSD","A","2002",371.399307,
"MDG","PPP","TOT","NATUSD","A","2003",358.414545,
"MDG","PPP","TOT","NATUSD","A","2004",397.726527,
"MDG","PPP","TOT","NATUSD","A","2005",456.54327,
"MDG","PPP","TOT","NATUSD","A","2006",490.839261,
"MDG","PPP","TOT","NATUSD","A","2007",527.175241,
"MDG","PPP","TOT","NATUSD","A","2008",555.829546,
"MDG","PPP","TOT","NATUSD","A","2009",589.84716,
"MDG","PPP","TOT","NATUSD","A","2010",642.632653,
"MDG","PPP","TOT","NATUSD","A","2011",694.862671,
"MDG","PPP","TOT","NATUSD","A","2012",742.898193,
"MDG","PPP","TOT","NATUSD","A","2013",777.658813,
"MDG","PPP","TOT","NATUSD","A","2014",823.956116,
"MDG","PPP","TOT","NATUSD","A","2015",886.091309,
"MDG","PPP","TOT","NATUSD","A","2016",941.010864,
"MDG","PPP","TOT","NATUSD","A","2017",1013.434631,
"MDG","PPP","TOT","NATUSD","A","2018",1071.795756,
"MDG","PPP","TOT","NATUSD","A","2019",1121.675636,
"MDG","PPP","TOT","NATUSD","A","2020",1156.977747,
"MAR","PPP","TOT","NATUSD","A","1990",3.902056,
"MAR","PPP","TOT","NATUSD","A","1991",3.978094,
"MAR","PPP","TOT","NATUSD","A","1992",4.0679,
"MAR","PPP","TOT","NATUSD","A","1993",4.094311,
"MAR","PPP","TOT","NATUSD","A","1994",4.034979,
"MAR","PPP","TOT","NATUSD","A","1995",4.250033,
"MAR","PPP","TOT","NATUSD","A","1996",4.191791,
"MAR","PPP","TOT","NATUSD","A","1997",4.14753,
"MAR","PPP","TOT","NATUSD","A","1998",4.117418,
"MAR","PPP","TOT","NATUSD","A","1999",4.081933,
"MAR","PPP","TOT","NATUSD","A","2000",3.963041,
"MAR","PPP","TOT","NATUSD","A","2001",3.903277,
"MAR","PPP","TOT","NATUSD","A","2002",3.888936,
"MAR","PPP","TOT","NATUSD","A","2003",3.858602,
"MAR","PPP","TOT","NATUSD","A","2004",3.803255,
"MAR","PPP","TOT","NATUSD","A","2005",3.732276,
"MAR","PPP","TOT","NATUSD","A","2006",3.678727,
"MAR","PPP","TOT","NATUSD","A","2007",3.711284,
"MAR","PPP","TOT","NATUSD","A","2008",3.805403,
"MAR","PPP","TOT","NATUSD","A","2009",3.782161,
"MAR","PPP","TOT","NATUSD","A","2010",3.775071,
"MAR","PPP","TOT","NATUSD","A","2011",3.672276,
"MAR","PPP","TOT","NATUSD","A","2012",3.749629,
"MAR","PPP","TOT","NATUSD","A","2013",3.79399,
"MAR","PPP","TOT","NATUSD","A","2014",4.033863,
"MAR","PPP","TOT","NATUSD","A","2015",3.996445,
"MAR","PPP","TOT","NATUSD","A","2016",3.994037,
"MAR","PPP","TOT","NATUSD","A","2017",4.02344,
"MAR","PPP","TOT","NATUSD","A","2018",3.971916,
"MAR","PPP","TOT","NATUSD","A","2019",3.955212,
"MAR","PPP","TOT","NATUSD","A","2020",3.943094,
"SGP","PPP","TOT","NATUSD","A","1990",0.971193,
"SGP","PPP","TOT","NATUSD","A","1991",0.981089,
"SGP","PPP","TOT","NATUSD","A","1992",0.972542,
"SGP","PPP","TOT","NATUSD","A","1993",0.98283,
"SGP","PPP","TOT","NATUSD","A","1994",0.995585,
"SGP","PPP","TOT","NATUSD","A","1995",1.005871,
"SGP","PPP","TOT","NATUSD","A","1996",1.002663,
"SGP","PPP","TOT","NATUSD","A","1997",0.995703,
"SGP","PPP","TOT","NATUSD","A","1998",0.97158,
"SGP","PPP","TOT","NATUSD","A","1999",0.923436,
"SGP","PPP","TOT","NATUSD","A","2000",0.938133,
"SGP","PPP","TOT","NATUSD","A","2001",0.901325,
"SGP","PPP","TOT","NATUSD","A","2002",0.879406,
"SGP","PPP","TOT","NATUSD","A","2003",0.847941,
"SGP","PPP","TOT","NATUSD","A","2004",0.859346,
"SGP","PPP","TOT","NATUSD","A","2005",0.849283,
"SGP","PPP","TOT","NATUSD","A","2006",0.839552,
"SGP","PPP","TOT","NATUSD","A","2007",0.865959,
"SGP","PPP","TOT","NATUSD","A","2008",0.837662,
"SGP","PPP","TOT","NATUSD","A","2009",0.855941,
"SGP","PPP","TOT","NATUSD","A","2010",0.855411,
"SGP","PPP","TOT","NATUSD","A","2011",0.846738,
"SGP","PPP","TOT","NATUSD","A","2012",0.845872,
"SGP","PPP","TOT","NATUSD","A","2013",0.858817,
"SGP","PPP","TOT","NATUSD","A","2014",0.863951,
"SGP","PPP","TOT","NATUSD","A","2015",0.8796,
"SGP","PPP","TOT","NATUSD","A","2016",0.878306,
"SGP","PPP","TOT","NATUSD","A","2017",0.88598,
"SGP","PPP","TOT","NATUSD","A","2018",0.89417,
"SGP","PPP","TOT","NATUSD","A","2019",0.873005,
"SGP","PPP","TOT","NATUSD","A","2020",0.837735,
"EU27_2020","PPP","TOT","NATUSD","A","1995",0.837972,
"EU27_2020","PPP","TOT","NATUSD","A","1996",0.84759,
"EU27_2020","PPP","TOT","NATUSD","A","1997",0.836665,
"EU27_2020","PPP","TOT","NATUSD","A","1998",0.832023,
"EU27_2020","PPP","TOT","NATUSD","A","1999",0.835546,
"EU27_2020","PPP","TOT","NATUSD","A","2000",0.830643,
"EU27_2020","PPP","TOT","NATUSD","A","2001",0.8278,
"EU27_2020","PPP","TOT","NATUSD","A","2002",0.819609,
"EU27_2020","PPP","TOT","NATUSD","A","2003",0.820951,
"EU27_2020","PPP","TOT","NATUSD","A","2004",0.816961,
"EU27_2020","PPP","TOT","NATUSD","A","2005",0.818857,
"EU27_2020","PPP","TOT","NATUSD","A","2006",0.794815,
"EU27_2020","PPP","TOT","NATUSD","A","2007",0.789521,
"EU27_2020","PPP","TOT","NATUSD","A","2008",0.775888,
"EU27_2020","PPP","TOT","NATUSD","A","2009",0.755023,
"EU27_2020","PPP","TOT","NATUSD","A","2010",0.756823,
"EU27_2020","PPP","TOT","NATUSD","A","2011",0.745416,
"EU27_2020","PPP","TOT","NATUSD","A","2012",0.738733,
"EU27_2020","PPP","TOT","NATUSD","A","2013",0.721414,
"EU27_2020","PPP","TOT","NATUSD","A","2014",0.716496,
"EU27_2020","PPP","TOT","NATUSD","A","2015",0.718859,
"EU27_2020","PPP","TOT","NATUSD","A","2016",0.694352,
"EU27_2020","PPP","TOT","NATUSD","A","2017",0.686689,
"EU27_2020","PPP","TOT","NATUSD","A","2018",0.678201,
"EU27_2020","PPP","TOT","NATUSD","A","2019",0.680299,
"EU27_2020","PPP","TOT","NATUSD","A","2020",0.668221,
"EU27_2020","PPP","TOT","NATUSD","A","2021",0.66,
"ALB","PPP","TOT","NATUSD","A","1997",38.724531,
"ALB","PPP","TOT","NATUSD","A","1998",40.718208,
"ALB","PPP","TOT","NATUSD","A","1999",41.10152,
"ALB","PPP","TOT","NATUSD","A","2000",42.025038,
"ALB","PPP","TOT","NATUSD","A","2001",42.82385,
"ALB","PPP","TOT","NATUSD","A","2002",42.926277,
"ALB","PPP","TOT","NATUSD","A","2003",44.593238,
"ALB","PPP","TOT","NATUSD","A","2004",44.89852,
"ALB","PPP","TOT","NATUSD","A","2005",45.527215,
"ALB","PPP","TOT","NATUSD","A","2006",44.41241,
"ALB","PPP","TOT","NATUSD","A","2007",44.63495,
"ALB","PPP","TOT","NATUSD","A","2008",44.560964,
"ALB","PPP","TOT","NATUSD","A","2009",44.337984,
"ALB","PPP","TOT","NATUSD","A","2010",44.196121,
"ALB","PPP","TOT","NATUSD","A","2011",43.857571,
"ALB","PPP","TOT","NATUSD","A","2012",43.655279,
"ALB","PPP","TOT","NATUSD","A","2013",44.113521,
"ALB","PPP","TOT","NATUSD","A","2014",42.893912,
"ALB","PPP","TOT","NATUSD","A","2015",42.705915,
"ALB","PPP","TOT","NATUSD","A","2016",42.385666,
"ALB","PPP","TOT","NATUSD","A","2017",42.255465,
"ALB","PPP","TOT","NATUSD","A","2018",42.302702,
"ALB","PPP","TOT","NATUSD","A","2019",42.343174,
"ALB","PPP","TOT","NATUSD","A","2020",42.498076,
"SRB","PPP","TOT","NATUSD","A","2000",9.599904,
"SRB","PPP","TOT","NATUSD","A","2001",17.830736,
"SRB","PPP","TOT","NATUSD","A","2002",20.357691,
"SRB","PPP","TOT","NATUSD","A","2003",22.635836,
"SRB","PPP","TOT","NATUSD","A","2004",24.093802,
"SRB","PPP","TOT","NATUSD","A","2005",27.032759,
"SRB","PPP","TOT","NATUSD","A","2006",28.824586,
"SRB","PPP","TOT","NATUSD","A","2007",30.425147,
"SRB","PPP","TOT","NATUSD","A","2008",31.324467,
"SRB","PPP","TOT","NATUSD","A","2009",33.262548,
"SRB","PPP","TOT","NATUSD","A","2010",34.833387,
"SRB","PPP","TOT","NATUSD","A","2011",36.323581,
"SRB","PPP","TOT","NATUSD","A","2012",37.982549,
"SRB","PPP","TOT","NATUSD","A","2013",39.322683,
"SRB","PPP","TOT","NATUSD","A","2014",39.801943,
"SRB","PPP","TOT","NATUSD","A","2015",40.737463,
"SRB","PPP","TOT","NATUSD","A","2016",40.454952,
"SRB","PPP","TOT","NATUSD","A","2017",40.820835,
"SRB","PPP","TOT","NATUSD","A","2018",41.004083,
"SRB","PPP","TOT","NATUSD","A","2019",41.475113,
"SRB","PPP","TOT","NATUSD","A","2020",41.768579,
